date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-24 11:00:00,-5.7117734,3.2917314,-8.21439,1.1657963,2.687715,1.0092146,9.9339695
2018-03-24 12:00:00,-8.336164,2.9640737,-10.535417,1.0529318,2.2333877,0.9012374,9.933735
2018-03-24 13:00:00,-8.622755,2.9815712,-10.748182,1.079505,2.160299,0.92220414,10.249964
2018-03-24 14:00:00,-6.452191,2.749445,-8.663778,0.92481434,2.1542845,0.9806951,10.479988
2018-03-24 15:00:00,-3.5483937,2.1142383,-5.9628487,0.55198205,2.2622147,0.9561268,10.473574
2018-03-24 16:00:00,0.6402564,1.721452,-2.1256251,0.2802144,2.6040468,0.92357117,10.517227
2018-03-24 17:00:00,4.964201,1.6767296,1.688837,0.15137818,3.098015,0.8977239,10.557537
2018-03-24 18:00:00,7.2030506,1.5283682,3.7213805,0.026566982,3.2932122,0.87208426,10.536758
2018-03-24 19:00:00,8.024716,1.3515906,4.537047,-0.04983592,3.350647,0.82996666,10.160286
2018-03-24 20:00:00,8.608493,1.5872176,5.1745796,0.16004577,3.382456,0.83127064,9.740113
2018-03-24 21:00:00,9.360816,2.0691836,6.070015,0.63082147,3.226538,0.8489856,9.31065
2018-03-24 22:00:00,11.265508,2.9962568,8.002366,1.355648,3.197679,0.86693096,8.996338
2018-03-24 23:00:00,13.889805,4.2987614,10.2377615,2.4235694,3.634257,0.9253683,8.882757
2018-03-25 00:00:00,15.460505,5.048377,11.392963,3.1643803,3.969027,0.99487376,8.834379
2018-03-25 01:00:00,14.91577,5.0065722,10.924446,3.2297645,3.8624492,1.023341,8.713817
2018-03-25 02:00:00,13.86401,4.725315,10.049419,3.010192,3.7211542,1.0023682,8.698294
2018-03-25 03:00:00,14.196285,4.8067307,10.324825,3.0282629,3.7125418,0.9933131,8.636694
2018-03-25 04:00:00,15.469297,5.071183,11.48127,3.1521132,3.8238757,0.9977108,8.515026
2018-03-25 05:00:00,16.509418,5.111539,12.365739,3.1760604,3.984963,0.9928505,8.401824
2018-03-25 06:00:00,17.281164,5.2284956,12.678762,3.2421856,4.346522,1.03765,8.443612
2018-03-25 07:00:00,15.0074,5.0741787,10.444042,3.092586,4.3359632,1.1441379,8.547796
2018-03-25 08:00:00,8.965775,4.270171,5.121337,2.4732978,3.7193918,1.201482,8.780385
2018-03-25 09:00:00,2.739397,3.596398,-0.7131448,1.8317621,3.2978628,1.1648598,9.136344
2018-03-25 10:00:00,-1.4277072,3.4771087,-4.752575,1.4982386,3.1608636,1.080644,9.424583
