date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-21 22:00:00,8.635453,2.531699,6.2969565,1.4846559,2.4940877,0.5877213,6.771476
2018-03-21 23:00:00,10.373066,3.73909,8.181775,2.6422956,2.4932697,0.56870806,6.5605755
2018-03-22 00:00:00,11.6599655,4.5679173,9.204776,3.2471633,2.7848701,0.61801255,6.1293535
2018-03-22 01:00:00,11.339339,4.440356,8.833545,3.078229,2.7846289,0.6312868,5.943074
2018-03-22 02:00:00,10.900005,4.162236,8.331615,2.8556845,2.7207701,0.64530486,6.0117664
2018-03-22 03:00:00,10.666984,4.056381,7.913907,2.7518916,2.9054666,0.7309233,5.94786
2018-03-22 04:00:00,10.7533455,4.039567,7.7903605,2.6622586,3.1177688,0.82457,5.9604883
2018-03-22 05:00:00,11.002876,4.0496187,7.856402,2.663359,3.3241832,0.8759282,6.0120344
2018-03-22 06:00:00,11.794582,4.4000034,8.218591,2.9042163,3.6856675,0.93152803,5.931342
2018-03-22 07:00:00,11.209229,4.6162415,7.366948,2.9968665,3.9178574,0.99109775,5.673394
2018-03-22 08:00:00,7.4955664,4.08846,3.9099498,2.6424785,3.4754052,1.0030973,5.572797
2018-03-22 09:00:00,2.8891797,3.3957214,-0.5252209,2.1211076,3.1503942,1.0039883,5.7672424
2018-03-22 10:00:00,1.0391512,3.064313,-2.6528473,1.8010411,3.3614388,1.0497918,6.160308
2018-03-22 11:00:00,0.07781458,2.9211593,-3.694315,1.6145793,3.368616,1.0280957,6.307867
2018-03-22 12:00:00,-2.031487,2.8284729,-5.419875,1.4512906,3.0262668,0.96846473,6.5096064
2018-03-22 13:00:00,-3.0554595,3.0272317,-6.2411013,1.638408,2.9191873,0.98252314,6.540372
2018-03-22 14:00:00,-2.1343293,2.9883888,-5.347636,1.6631987,2.959624,1.0180877,6.482915
2018-03-22 15:00:00,-0.84968996,2.55242,-3.930727,1.308939,2.8603945,0.970263,6.532831
2018-03-22 16:00:00,1.592526,2.2666504,-1.4136205,1.1326288,2.9647205,0.8822913,6.429778
2018-03-22 17:00:00,4.7329197,2.0501184,1.487992,0.9692414,3.30616,0.82563066,6.207059
2018-03-22 18:00:00,6.9942455,1.7794439,3.7593293,0.7093669,3.3941665,0.75581074,6.0413065
2018-03-22 19:00:00,7.871713,1.5267854,4.961558,0.5296568,3.221737,0.68971276,6.0610123
2018-03-22 20:00:00,8.183714,1.5952544,5.4842954,0.6061209,3.1241279,0.70982194,6.0667057
2018-03-22 21:00:00,8.333801,1.8113917,5.850673,0.77699757,2.8899722,0.70916456,6.017563
