date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-24 12:00:00,-10.541744,3.0942974,-13.222304,1.5343134,2.7097766,0.92634606,10.106737
2018-03-24 13:00:00,-10.355364,3.1651955,-13.024568,1.6437683,2.6092627,0.9118767,10.41647
2018-03-24 14:00:00,-8.096064,2.9991045,-10.784896,1.5027082,2.6558526,0.9687001,10.547981
2018-03-24 15:00:00,-4.5347915,2.3376064,-7.3991356,1.0727865,2.6866965,0.94948244,10.57748
2018-03-24 16:00:00,-0.09980726,1.8678572,-3.310091,0.7004349,2.9784074,0.9164059,10.547415
2018-03-24 17:00:00,4.3783016,1.7122631,0.7653582,0.4671002,3.41864,0.8999166,10.596017
2018-03-24 18:00:00,6.997305,1.51364,3.3523672,0.31410703,3.5064979,0.87031275,10.498876
2018-03-24 19:00:00,7.9406767,1.3719575,4.3258905,0.17759448,3.5109897,0.83062285,10.2261305
2018-03-24 20:00:00,8.265617,1.6432306,4.772454,0.36549854,3.4930358,0.83539736,9.799335
2018-03-24 21:00:00,9.372823,2.2010293,6.0979714,0.86034346,3.3365538,0.83670795,9.380209
2018-03-24 22:00:00,11.331013,3.2294016,8.053469,1.5744916,3.319306,0.8676442,9.152645
2018-03-24 23:00:00,13.872898,4.516264,10.253822,2.5423608,3.682428,0.93455404,9.027023
2018-03-25 00:00:00,15.314835,5.2873006,11.210484,3.2785263,4.0838256,1.0023415,8.907377
2018-03-25 01:00:00,14.95513,5.2727203,10.886248,3.3747766,4.023812,1.0299972,8.800786
2018-03-25 02:00:00,13.914831,4.959441,10.076441,3.172481,3.835476,1.0217652,8.798884
2018-03-25 03:00:00,13.843979,4.867546,10.016748,3.0516448,3.8460884,1.0062495,8.75796
2018-03-25 04:00:00,14.871109,5.120334,11.001547,3.1572013,3.96461,1.0294597,8.643964
2018-03-25 05:00:00,16.061289,5.27604,12.066597,3.2310061,4.1652365,1.0289679,8.615399
2018-03-25 06:00:00,16.63265,5.265204,12.080607,3.2250621,4.6575117,1.0833042,8.701093
2018-03-25 07:00:00,14.647957,5.0189767,9.853941,3.0580273,4.802854,1.190776,8.8753805
2018-03-25 08:00:00,8.431706,4.094087,4.375989,2.4204714,4.0402155,1.2256775,8.935145
2018-03-25 09:00:00,1.6819777,3.4139667,-1.8032122,1.8768218,3.395728,1.187093,9.1134815
2018-03-25 10:00:00,-3.1562257,3.456489,-6.59451,1.6714311,3.386195,1.1384761,9.395578
2018-03-25 11:00:00,-6.561646,3.388571,-9.80985,1.6191331,3.144913,1.0356631,9.475483
