date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-23 15:00:00,-6.608381,2.9031396,-8.882773,1.3307672,2.247666,1.0822105,10.737155
2018-03-23 16:00:00,-0.9786792,2.6364622,-3.5425768,1.1228937,2.5764525,1.01457,10.4340315
2018-03-23 17:00:00,4.172533,2.4229617,1.1096611,0.8680543,3.0544412,0.9754368,10.138122
2018-03-23 18:00:00,7.2331133,2.1363568,3.945414,0.6295475,3.2253268,0.9117855,9.987449
2018-03-23 19:00:00,8.690073,2.0513859,5.360232,0.5527388,3.3460214,0.877792,9.671303
2018-03-23 20:00:00,9.527235,2.2637863,6.233799,0.71428174,3.3843071,0.8969838,9.353289
2018-03-23 21:00:00,10.375408,2.697246,7.282031,1.1284448,3.2099009,0.9136381,9.0217285
2018-03-23 22:00:00,11.741571,3.4927993,8.83454,1.8004873,3.0677152,0.8959253,8.868603
2018-03-23 23:00:00,13.404072,4.512869,10.33737,2.74725,3.216011,0.9073956,8.680599
2018-03-24 00:00:00,14.453981,4.993309,11.221454,3.316625,3.2375531,0.9308829,8.514486
2018-03-24 01:00:00,14.228311,4.9515963,11.1159725,3.38732,3.0666695,0.9431559,8.315744
2018-03-24 02:00:00,13.275723,4.7755246,10.274078,3.165078,2.995755,0.9411662,8.219233
2018-03-24 03:00:00,13.036461,4.6416187,9.950603,2.9173026,3.1141274,0.9615712,8.120115
2018-03-24 04:00:00,13.456819,4.655139,10.275587,2.8059192,3.2416136,0.97987425,8.009185
2018-03-24 05:00:00,13.928183,4.7495728,10.489101,2.8464634,3.4248106,0.96750903,7.87253
2018-03-24 06:00:00,13.692308,4.920514,9.755868,3.0241647,3.774187,0.99967915,7.826847
2018-03-24 07:00:00,11.153532,4.722773,7.1010504,2.8236856,3.9031048,1.1056697,7.893464
2018-03-24 08:00:00,4.9307055,4.162611,1.2771673,2.3644931,3.6195886,1.1984211,8.039534
2018-03-24 09:00:00,-2.506289,3.7689347,-5.785985,1.9428618,3.307345,1.2100729,8.373842
2018-03-24 10:00:00,-6.944135,3.6381183,-10.029404,1.6448827,3.2725186,1.2090485,8.827507
2018-03-24 11:00:00,-8.838543,3.525023,-11.675176,1.6346138,3.0114243,1.1260697,8.845392
2018-03-24 12:00:00,-10.735523,3.346856,-13.222117,1.6324964,2.5539427,1.002956,8.970108
2018-03-24 13:00:00,-10.591663,3.494042,-12.923728,1.7791579,2.4408095,1.0147741,9.406098
2018-03-24 14:00:00,-6.824985,3.399034,-9.212678,1.7765641,2.448959,1.0761993,9.52007
