date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-24 14:00:00,-7.6356044,2.8977304,-9.999728,0.99234116,2.6398823,1.0652232,10.699553
2018-03-24 15:00:00,-4.252684,2.3996215,-6.584116,0.65059334,2.669858,1.0702429,10.865324
2018-03-24 16:00:00,-0.26264572,2.110458,-2.8360786,0.40161762,2.965921,1.0458046,10.962384
2018-03-24 17:00:00,3.8094692,1.9755232,0.8298707,0.2771714,3.3448687,1.0087304,10.913068
2018-03-24 18:00:00,6.5547824,1.7899333,3.4164643,0.18843478,3.4333186,0.9492105,10.621874
2018-03-24 19:00:00,7.889598,1.667266,4.78845,0.17293021,3.3605397,0.88867456,10.189205
2018-03-24 20:00:00,8.703876,1.8028747,5.63068,0.36826244,3.2941854,0.8746025,9.690651
2018-03-24 21:00:00,9.446211,2.2518153,6.4852657,0.7945626,3.1434069,0.8852412,9.293403
2018-03-24 22:00:00,10.896524,3.2278113,7.9569674,1.5384629,3.1699615,0.91627705,9.046282
2018-03-24 23:00:00,12.811045,4.288574,9.569704,2.41449,3.4810212,0.9684221,8.934037
2018-03-25 00:00:00,14.085991,4.9263043,10.417323,3.0690622,3.8543062,1.0265031,8.887508
2018-03-25 01:00:00,14.00546,5.0736513,10.208723,3.308083,3.9314427,1.050277,8.826873
2018-03-25 02:00:00,13.409731,4.92276,9.7086315,3.2196343,3.8583188,1.0382782,8.838441
2018-03-25 03:00:00,13.34399,4.9170647,9.622995,3.1382382,3.892576,1.0392377,8.83225
2018-03-25 04:00:00,13.764748,5.074973,10.04287,3.1377811,3.9823039,1.0500964,8.660639
2018-03-25 05:00:00,14.429206,5.181582,10.58666,3.1699855,4.1335106,1.0639557,8.565216
2018-03-25 06:00:00,14.741623,5.1967487,10.459641,3.1759498,4.5206895,1.118712,8.69635
2018-03-25 07:00:00,12.483171,4.9150662,8.021713,2.9407406,4.6376233,1.1971662,8.872441
2018-03-25 08:00:00,6.526845,4.0701637,2.7212958,2.313798,3.9812994,1.2149817,8.942203
2018-03-25 09:00:00,-0.13102722,3.416474,-3.2978864,1.7423503,3.3873897,1.1781192,9.112958
2018-03-25 10:00:00,-4.9988484,3.450858,-8.059987,1.5744777,3.3189251,1.1307715,9.429664
2018-03-25 11:00:00,-8.37764,3.4704847,-11.248777,1.529073,3.1564188,1.068901,9.572569
2018-03-25 12:00:00,-10.222712,3.2709494,-12.776927,1.4258198,2.7903643,0.9988977,9.671427
2018-03-25 13:00:00,-9.30901,3.2338848,-11.765666,1.4186248,2.677568,0.9978764,9.891521
