date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-22 01:00:00,12.55577,4.8529277,10.039622,3.2235317,2.4112728,0.6364471,5.8957644
2018-03-22 02:00:00,11.705849,4.561714,9.144746,2.9599047,2.4241638,0.6566313,5.8575516
2018-03-22 03:00:00,11.4685755,4.5070605,8.805494,2.8913994,2.6072428,0.7340115,5.8053064
2018-03-22 04:00:00,11.577667,4.525008,8.725157,2.8420901,2.8611841,0.8136488,5.7512083
2018-03-22 05:00:00,11.43879,4.4519567,8.383119,2.81369,3.0875125,0.851299,5.7091646
2018-03-22 06:00:00,11.209219,4.607892,7.862186,3.0159342,3.4286702,0.90488076,5.6205387
2018-03-22 07:00:00,10.144439,4.6888266,6.671027,3.084116,3.6000364,0.95329404,5.411813
2018-03-22 08:00:00,7.1848054,4.13725,3.888582,2.6282115,3.411737,0.973418,5.3871117
2018-03-22 09:00:00,3.6454887,3.417407,0.54374075,2.011934,3.1937428,0.99774396,5.6612167
2018-03-22 10:00:00,1.5495119,3.0463243,-1.5716782,1.6477451,3.1697693,1.0262733,5.8597994
2018-03-22 11:00:00,0.65634966,2.7946043,-2.417149,1.3660481,3.0593634,0.98432183,5.9072313
2018-03-22 12:00:00,-0.32165098,2.6218498,-3.2055001,1.225013,2.8089337,0.9329058,5.9866285
2018-03-22 13:00:00,-1.075151,2.701323,-3.9367037,1.3739467,2.7396007,0.9541154,6.085065
2018-03-22 14:00:00,-0.5980401,2.675106,-3.4702377,1.3905168,2.7310452,0.96730024,6.1194315
2018-03-22 15:00:00,0.5244689,2.3651078,-2.16639,1.1400414,2.646091,0.8942859,6.1405516
2018-03-22 16:00:00,2.66439,2.1466534,0.025530338,1.0173075,2.7122636,0.79840434,6.171068
2018-03-22 17:00:00,5.376878,2.1048546,2.5057201,1.0003086,2.975667,0.7295074,6.031395
2018-03-22 18:00:00,6.7927065,1.8649851,3.8161645,0.768912,3.0317593,0.66338575,5.8832216
2018-03-22 19:00:00,7.07657,1.6760128,4.235846,0.617141,2.9055917,0.63813627,5.8277645
2018-03-22 20:00:00,7.6546345,1.7916775,4.945308,0.7177933,2.8015518,0.6661021,5.852437
2018-03-22 21:00:00,8.105635,2.0794384,5.633912,0.9260023,2.5374424,0.65825677,5.8392687
2018-03-22 22:00:00,8.935225,2.6982675,6.774905,1.4565413,2.2268302,0.615934,5.890254
2018-03-22 23:00:00,10.664523,3.7404957,8.555574,2.427086,2.2047582,0.60642254,5.8417816
2018-03-23 00:00:00,12.046019,4.540203,9.696932,3.1122124,2.3947437,0.6341326,5.6394167
