date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-23 21:00:00,9.703167,2.4497912,6.482444,1.0779303,3.2574868,0.95652884,9.65852
2018-03-23 22:00:00,10.566504,3.2344255,7.480645,1.7093527,3.1825917,0.9622422,9.357187
2018-03-23 23:00:00,12.241193,4.2315445,9.002687,2.5350733,3.3991876,0.9892574,9.085274
2018-03-24 00:00:00,13.514469,4.7396803,10.106464,3.0417097,3.566175,1.0230861,8.788892
2018-03-24 01:00:00,13.364101,4.7379365,10.048098,3.1411424,3.4341495,1.0187744,8.563888
2018-03-24 02:00:00,12.505209,4.6279407,9.299652,3.02201,3.339256,1.0114832,8.445002
2018-03-24 03:00:00,12.148142,4.5702343,8.902374,2.8375952,3.4074535,1.0353208,8.334601
2018-03-24 04:00:00,12.513036,4.536685,9.148365,2.7021825,3.5426536,1.0608215,8.216596
2018-03-24 05:00:00,12.676386,4.5616827,9.115602,2.6914883,3.6780078,1.0480483,8.11092
2018-03-24 06:00:00,12.002565,4.6135445,8.146411,2.765919,3.847417,1.0531151,8.043812
2018-03-24 07:00:00,8.978106,4.3551493,5.0793953,2.6148338,3.8353937,1.1276586,8.048924
2018-03-24 08:00:00,3.1771884,3.9012988,-0.42963076,2.2648644,3.5559342,1.186039,8.253372
2018-03-24 09:00:00,-3.1445842,3.6116223,-6.5031633,1.9129736,3.2852674,1.1818097,8.691231
2018-03-24 10:00:00,-7.279021,3.4778447,-10.501759,1.6894252,3.1761348,1.159646,9.075941
2018-03-24 11:00:00,-9.919098,3.2891948,-12.922992,1.6035589,2.9270043,1.0726163,9.200666
2018-03-24 12:00:00,-11.45545,3.111272,-14.129106,1.5654179,2.5832822,0.97038555,9.41568
2018-03-24 13:00:00,-10.706671,3.162083,-13.156844,1.5867176,2.4756398,0.9801906,9.807886
2018-03-24 14:00:00,-7.787227,3.0335398,-10.161791,1.468404,2.4718008,1.0430064,10.045683
2018-03-24 15:00:00,-4.3932624,2.5529957,-6.8378906,1.1454452,2.5217977,1.0421014,10.071445
2018-03-24 16:00:00,-0.01325655,2.2468061,-2.7848287,0.8698887,2.7909224,1.008725,10.086399
2018-03-24 17:00:00,4.326559,2.1357331,1.2191753,0.71927625,3.1521423,0.966749,9.951897
2018-03-24 18:00:00,6.5123205,1.925883,3.354895,0.58723176,3.2716498,0.90869,9.722872
2018-03-24 19:00:00,7.3746076,1.7853166,4.2088547,0.52049345,3.2845483,0.85473734,9.26551
2018-03-24 20:00:00,8.128828,2.0491183,4.976302,0.74102163,3.2914088,0.8570544,8.746051
