date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-22 17:00:00,9.597483,1.9740822,6.6651297,1.0711607,3.0012555,0.87612945,8.170606
2018-03-22 18:00:00,11.594255,1.6846464,8.533533,0.81180584,3.0590959,0.7870708,7.8982124
2018-03-22 19:00:00,11.861386,1.550067,8.90699,0.6519047,2.9621775,0.7547719,7.759959
2018-03-22 20:00:00,11.965984,1.7378838,9.114534,0.76423645,2.8938072,0.77527505,7.6647673
2018-03-22 21:00:00,11.718294,2.076964,9.120768,1.0242604,2.651956,0.75363904,7.529153
2018-03-22 22:00:00,11.79401,2.7689815,9.534552,1.6333864,2.3535862,0.6905356,7.4326954
2018-03-22 23:00:00,13.074848,3.83875,10.888573,2.603468,2.2826884,0.6619538,7.2721863
2018-03-23 00:00:00,14.063911,4.578966,11.701035,3.2658777,2.3705077,0.6636189,7.0158787
2018-03-23 01:00:00,13.768934,4.68404,11.284393,3.3569796,2.4061217,0.66508925,6.794842
2018-03-23 02:00:00,12.975344,4.582201,10.419084,3.2151117,2.4441743,0.69448906,6.779187
2018-03-23 03:00:00,12.471225,4.4231715,9.747872,2.9810433,2.6400414,0.7787542,6.773486
2018-03-23 04:00:00,12.38414,4.241254,9.43975,2.740493,2.8747387,0.85538113,6.767726
2018-03-23 05:00:00,12.550032,4.3108916,9.312239,2.7735586,3.112424,0.9074117,6.7710743
2018-03-23 06:00:00,12.055138,4.562745,8.456972,2.9252322,3.407487,0.9728103,6.704397
2018-03-23 07:00:00,9.795316,4.5065184,6.0260253,2.797204,3.648724,1.056745,6.6593733
2018-03-23 08:00:00,5.287668,4.0091524,1.6754231,2.3403766,3.548469,1.1106061,6.7330313
2018-03-23 09:00:00,0.38138914,3.5722954,-2.9801817,1.8834503,3.3327425,1.1606641,7.034073
2018-03-23 10:00:00,-2.466062,3.2893012,-5.730813,1.581867,3.2925684,1.1934335,7.340948
2018-03-23 11:00:00,-2.9649882,3.0085154,-6.0797644,1.4566009,3.1171548,1.0973915,7.3553886
2018-03-23 12:00:00,-3.3116193,2.920307,-6.188861,1.4825909,2.8149288,0.9948962,7.4034033
2018-03-23 13:00:00,-2.7395692,3.0583172,-5.5477686,1.6850305,2.6980386,0.9929716,7.595236
2018-03-23 14:00:00,-0.9183593,2.9168162,-3.7145557,1.6600368,2.6838977,1.0107024,7.7002764
2018-03-23 15:00:00,1.2408819,2.5285025,-1.4709659,1.3869295,2.6389325,0.96169317,7.639616
2018-03-23 16:00:00,4.3572946,2.1976132,1.6086175,1.1588504,2.7445366,0.8901454,7.532463
