date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-22 18:00:00,11.021566,1.9483935,7.805296,0.8541591,3.1771562,0.82517195,7.9448986
2018-03-22 19:00:00,11.519954,1.7921817,8.379955,0.7008616,3.0653517,0.7510719,7.9567156
2018-03-22 20:00:00,11.157731,1.8495686,8.119425,0.6921477,2.924928,0.7680081,7.8124495
2018-03-22 21:00:00,11.153371,2.1548624,8.354527,0.9265828,2.7091212,0.7808937,7.644476
2018-03-22 22:00:00,11.705936,2.9243653,9.227661,1.6158456,2.4553752,0.71983826,7.59128
2018-03-22 23:00:00,12.902082,3.9949841,10.485125,2.5724409,2.418398,0.67373824,7.422947
2018-03-23 00:00:00,13.886576,4.5811157,11.323336,3.1284146,2.4693456,0.6786124,7.0664196
2018-03-23 01:00:00,13.854738,4.6063194,11.220398,3.1999598,2.4470747,0.6750172,6.8631544
2018-03-23 02:00:00,13.078515,4.5042925,10.410111,3.0685866,2.4721005,0.6848248,6.861334
2018-03-23 03:00:00,12.563115,4.3979454,9.762516,2.8919148,2.6755078,0.75760955,6.8660192
2018-03-23 04:00:00,12.21237,4.2347794,9.296213,2.6889467,2.9223945,0.8550181,6.847846
2018-03-23 05:00:00,11.661764,4.248804,8.579613,2.690149,3.150276,0.9090948,6.8314743
2018-03-23 06:00:00,11.265679,4.4940047,7.799378,2.860514,3.4780514,0.9590579,6.7395964
2018-03-23 07:00:00,9.527362,4.498987,5.7806516,2.8240588,3.674913,1.03354,6.65353
2018-03-23 08:00:00,4.7906494,4.0836053,1.1892638,2.4819741,3.487683,1.0852683,6.7478933
2018-03-23 09:00:00,-0.3924451,3.6391025,-3.769103,2.0754454,3.272506,1.1195221,6.988332
2018-03-23 10:00:00,-2.661345,3.3136318,-5.972739,1.717835,3.3094597,1.1531132,7.236083
2018-03-23 11:00:00,-3.1984715,3.0637789,-6.4026794,1.5096847,3.2503214,1.1298099,7.3925896
2018-03-23 12:00:00,-4.2582355,2.9676557,-7.155423,1.5007715,2.9205222,1.0232439,7.574436
2018-03-23 13:00:00,-3.9174562,2.9935288,-6.673483,1.6165154,2.7268877,0.97624004,7.7065907
2018-03-23 14:00:00,-1.5579753,2.8477945,-4.3216715,1.5683578,2.7109368,1.0143504,7.5807056
2018-03-23 15:00:00,0.8637037,2.532104,-1.806262,1.3463991,2.6640205,0.9845088,7.462558
2018-03-23 16:00:00,3.3659525,2.3079886,0.6445751,1.1762527,2.7631853,0.89398146,7.315895
2018-03-23 17:00:00,6.647916,2.1398053,3.629745,1.014813,3.0091903,0.8316251,7.0500317
