date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-22 03:00:00,13.867169,4.491539,11.631438,2.924916,2.2847576,0.64732885,6.248664
2018-03-22 04:00:00,14.741415,4.774746,12.634079,2.9390552,2.4721966,0.7452271,6.400585
2018-03-22 05:00:00,14.971152,4.818881,12.874985,2.900445,2.810845,0.80268186,6.615096
2018-03-22 06:00:00,14.804394,4.9409704,12.467718,3.026629,3.2681267,0.8578728,6.5894766
2018-03-22 07:00:00,12.97357,5.035528,10.453771,3.10851,3.571145,0.91482985,6.393626
2018-03-22 08:00:00,8.843465,4.668793,6.2660675,2.8037999,3.3664682,0.94745153,6.3638315
2018-03-22 09:00:00,3.082425,3.916925,0.67987967,2.2223938,3.162033,0.97834027,6.567664
2018-03-22 10:00:00,-0.3848858,3.447349,-2.8283186,1.8094265,3.2206998,1.0098703,6.814765
2018-03-22 11:00:00,-1.8731561,3.3964357,-3.5946722,1.6566634,3.2455873,0.97976387,6.882847
2018-03-22 12:00:00,-2.6665282,3.2744904,-3.609538,1.502867,3.1238904,0.9328351,7.1732664
2018-03-22 13:00:00,-3.3035264,3.550428,-3.7676706,1.709106,3.0904338,0.92039406,7.208742
2018-03-22 14:00:00,-3.1031575,3.5090246,-3.2272358,1.6374459,2.9802866,0.9350533,7.165168
2018-03-22 15:00:00,-0.501143,3.1077845,-0.38073826,1.2498758,2.9989066,0.8956058,7.309087
2018-03-22 16:00:00,2.7308006,2.7689743,2.763904,1.0836401,2.9757242,0.8211751,7.252877
2018-03-22 17:00:00,5.7979555,2.415682,5.4770656,0.88733876,2.9922347,0.7692658,6.952059
2018-03-22 18:00:00,7.7490797,2.0020263,7.064729,0.50640625,3.0351934,0.7199238,6.771222
2018-03-22 19:00:00,7.659363,1.7282245,7.1251945,0.4069441,2.9056673,0.6688672,6.7670593
2018-03-22 20:00:00,7.1518817,1.7664292,6.642313,0.6316364,2.7367506,0.66007984,6.694268
2018-03-22 21:00:00,7.7629933,2.0842242,6.865859,0.9336679,2.752127,0.6760976,6.506399
2018-03-22 22:00:00,9.783653,2.9348607,8.702192,1.6926386,2.6211588,0.62831074,6.6465693
2018-03-22 23:00:00,11.984037,3.9881856,10.332697,2.766042,2.5224829,0.5565736,6.563566
2018-03-23 00:00:00,13.089427,4.5607677,11.201166,3.3100166,2.6412172,0.54976094,6.2334023
2018-03-23 01:00:00,13.287233,4.596653,11.076781,3.2511125,2.819392,0.58572066,6.209278
2018-03-23 02:00:00,12.658719,4.287819,10.4921875,2.9073155,2.6937482,0.59875774,6.3314934
