date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-23 02:00:00,13.877627,5.339433,9.528847,3.3089006,4.6881604,1.1307111,8.460612
2018-03-23 03:00:00,13.175077,5.1565886,8.7592945,3.1859338,4.7292566,1.197263,8.577121
2018-03-23 04:00:00,13.918288,4.8713055,9.543631,2.8618345,4.7642474,1.2428142,8.522349
2018-03-23 05:00:00,13.5478735,4.7690425,9.09811,2.8360722,4.701934,1.2471029,8.428348
2018-03-23 06:00:00,11.750499,4.9813786,7.146912,2.9406893,4.755734,1.2467554,8.295338
2018-03-23 07:00:00,8.533041,4.9217443,3.9448342,2.813845,4.7824473,1.2836139,8.099892
2018-03-23 08:00:00,1.5913186,4.5902615,-2.7087045,2.5148919,4.3953815,1.2864916,7.954978
2018-03-23 09:00:00,-5.0726047,4.119219,-8.983926,2.090702,3.9718866,1.316123,8.2818165
2018-03-23 10:00:00,-7.8974576,4.086047,-11.764735,1.8798492,4.0192714,1.3152289,8.575102
2018-03-23 11:00:00,-8.259794,4.071908,-12.022956,1.8604417,3.9674673,1.207436,8.736568
2018-03-23 12:00:00,-10.172668,3.740456,-13.443427,1.7509594,3.4240851,1.0505985,8.959637
2018-03-23 13:00:00,-8.807764,3.8389146,-11.754884,2.0095336,3.228383,1.0412391,8.991106
2018-03-23 14:00:00,-5.4109817,3.6412406,-8.568535,1.9117694,3.3231156,1.0586247,8.999378
2018-03-23 15:00:00,-1.2407327,2.8721235,-4.4058847,1.3157356,3.2273462,1.0137918,9.001905
2018-03-23 16:00:00,3.1181808,2.292726,-0.3200631,0.8384569,3.3435347,0.9641402,9.014385
2018-03-23 17:00:00,7.4377604,2.0848188,3.6000056,0.59709007,3.7192073,0.9017859,8.952877
2018-03-23 18:00:00,9.565261,1.8963153,5.845444,0.29142895,3.8501923,0.8296344,8.870114
2018-03-23 19:00:00,9.988389,1.7973728,6.414354,0.1957567,3.9613051,0.8315852,8.645461
2018-03-23 20:00:00,10.392451,2.0118098,6.699594,0.38493064,4.0837383,0.88780886,8.352699
2018-03-23 21:00:00,11.0349655,2.5562189,7.534981,0.83837223,4.0706177,0.9306307,8.204567
2018-03-23 22:00:00,11.632702,3.2604353,8.307545,1.4122908,3.9277358,0.9069629,8.052642
2018-03-23 23:00:00,13.430172,4.3332186,9.976437,2.3148425,3.8969789,0.90731823,7.921398
2018-03-24 00:00:00,15.199893,5.0166063,11.740576,2.8744946,3.867137,0.96384853,7.802697
2018-03-24 01:00:00,15.401213,5.044902,11.930887,2.8579428,3.9052684,1.0093018,7.7530212
