date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-21 20:00:00,8.285192,1.21841,5.3217993,0.46848273,2.8321283,0.6945282,6.1186075
2018-03-21 21:00:00,7.972648,1.5512812,5.3037724,0.691495,2.6726565,0.7332487,6.0149307
2018-03-21 22:00:00,7.8515368,2.6876993,5.4931965,1.7972615,2.5047228,0.69834477,5.8042965
2018-03-21 23:00:00,8.572218,4.0208607,6.2207794,3.102917,2.7024195,0.69587547,5.472555
2018-03-22 00:00:00,10.967716,4.968994,8.227915,3.9043682,3.0576117,0.7396737,5.125535
2018-03-22 01:00:00,11.10268,5.1176395,8.275341,3.9053972,3.18587,0.750885,5.0186033
2018-03-22 02:00:00,9.342146,4.8633795,6.979418,3.615022,3.2271447,0.7158701,5.1870813
2018-03-22 03:00:00,9.261232,4.846377,7.2735667,3.5556746,3.3905761,0.7569188,5.268998
2018-03-22 04:00:00,10.161356,4.8705378,8.011593,3.4924061,3.5507038,0.8432533,5.314312
2018-03-22 05:00:00,9.420727,4.7301474,7.313877,3.3895419,3.7182226,0.886325,5.48096
2018-03-22 06:00:00,9.841872,4.9966173,7.4821424,3.6432207,4.0188847,0.89168096,5.5621815
2018-03-22 07:00:00,11.148233,4.956387,8.391157,3.6056478,4.0968194,0.9482285,5.3449755
2018-03-22 08:00:00,8.497432,4.139305,6.243951,2.953871,3.5867121,0.9884378,5.2862415
2018-03-22 09:00:00,4.186967,3.5421941,2.369822,2.4667952,3.2549996,0.97809386,5.5349455
2018-03-22 10:00:00,3.426978,3.2942977,1.3127246,2.248732,3.3880782,1.0253252,5.813491
2018-03-22 11:00:00,2.880961,2.8517954,0.7153797,1.8484268,3.342339,1.0158683,6.053093
2018-03-22 12:00:00,-0.31204844,2.5195498,-2.0855522,1.4744643,2.9707327,0.94469506,6.3408604
2018-03-22 13:00:00,-0.9191079,2.8924308,-2.6571531,1.7247353,2.9675856,0.9604461,6.5166664
2018-03-22 14:00:00,0.9272914,2.8236914,-1.0370021,1.7314477,3.0431805,1.0076541,6.4555902
2018-03-22 15:00:00,2.722446,2.3708386,0.5294051,1.3591826,2.98036,0.9749276,6.3887463
2018-03-22 16:00:00,4.2752247,2.2028103,1.836575,1.2544885,3.1417687,0.89236546,6.3938255
2018-03-22 17:00:00,6.5169473,2.1032288,3.9634733,1.2998033,3.3573444,0.85328066,6.169778
2018-03-22 18:00:00,7.7665486,1.7503923,5.019554,1.1074898,3.3644075,0.7987908,5.819068
2018-03-22 19:00:00,6.442737,1.3595538,3.6495056,0.73005,3.2574635,0.74762017,5.637104
