date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-03-22 15:00:00,-5.231337,1.9085981,-7.4448175,1.1125358,2.0119655,0.79527205,8.956237
2018-03-22 16:00:00,0.19283628,1.811956,-2.0368547,1.0634694,2.3117979,0.7360496,8.643413
2018-03-22 17:00:00,6.2994604,1.7758864,3.7041771,0.9978932,2.6771748,0.71829057,8.32149
2018-03-22 18:00:00,9.527131,1.5792689,6.6697054,0.7703769,2.7937505,0.68356234,8.095912
2018-03-22 19:00:00,9.456497,1.5027958,6.7578955,0.73356426,2.736308,0.6592432,7.9283924
2018-03-22 20:00:00,9.220343,1.7170985,6.5987663,0.9304363,2.6655133,0.66499054,7.769228
2018-03-22 21:00:00,9.0302925,2.1203923,6.6406813,1.2496865,2.4920816,0.6572947,7.594592
2018-03-22 22:00:00,9.143291,3.022801,7.129867,1.9456096,2.282048,0.64677805,7.439788
2018-03-22 23:00:00,10.851205,4.355666,8.774569,3.1110306,2.2964215,0.6147121,7.134984
2018-03-23 00:00:00,13.262743,4.953329,10.586221,3.5412636,2.4147964,0.58734035,6.8508844
2018-03-23 01:00:00,13.874977,4.896799,10.913362,3.553442,2.460505,0.5736421,6.6756525
2018-03-23 02:00:00,12.870905,4.5659733,9.929461,3.2863886,2.582483,0.59383583,6.6414194
2018-03-23 03:00:00,12.732905,4.2838182,9.857479,2.9575996,2.8515198,0.7139182,6.5837355
2018-03-23 04:00:00,13.441606,3.9024208,10.360542,2.6849527,3.114492,0.81709737,6.68229
2018-03-23 05:00:00,14.338028,3.6750417,10.783381,2.5295148,3.3314395,0.8826931,6.8125525
2018-03-23 06:00:00,13.771992,3.5676298,9.788349,2.4017346,3.4859798,0.8957162,6.8249235
2018-03-23 07:00:00,11.364594,3.634416,6.9882545,2.4053943,3.7208188,0.94495237,6.7545958
2018-03-23 08:00:00,4.879657,3.1730871,0.7447815,2.0023844,3.415263,0.9785925,6.864959
2018-03-23 09:00:00,-3.929154,2.7250714,-7.507164,1.3451161,3.04713,1.0195411,7.164117
2018-03-23 10:00:00,-8.963556,2.4889834,-12.229178,1.0144898,3.0219898,1.026338,7.459176
2018-03-23 11:00:00,-10.412851,2.350846,-13.53313,0.8872604,2.9038785,0.962406,7.5873404
2018-03-23 12:00:00,-12.602833,2.339878,-15.288241,0.83327204,2.6749964,0.86563855,7.68614
2018-03-23 13:00:00,-13.021038,2.4846125,-15.313544,1.0973792,2.4918065,0.81335235,7.8752337
2018-03-23 14:00:00,-10.452311,2.4246523,-12.69259,1.2246187,2.408296,0.8122715,7.8916445
